index,name,tendon,limb_group,source_file,side,side_source,crossed_limbs,crossed_joints,bodies,sites,agrees_with_geometry,note,group_key
378,SerrAnt8_1_R,SerrAnt8_1_R_tendon,torso,Muscle_Torso.xml,R,name,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,scapula_r|rib8_R,SerrAnt8_1_R-P1|SerrAnt8_1_R-P2|SerrAnt8_1_R-P3|SerrAnt8_1_R-P4|SerrAnt8_1_R-P5|SerrAnt8_1_R-P6|SerrAnt8_1_R-P7|SerrAnt8_1_R-P8|SerrAnt8_1_R-P9,False,跨关节(['upper']) 不含权威分组 torso,R/torso
379,SerrAnt9_1_R,SerrAnt9_1_R_tendon,torso,Muscle_Torso.xml,R,name,upper,sternoclavicular_r2_r|sternoclavicular_r3_r|unrotscap_r3_r|unrotscap_r2_r|acromioclavicular_r2_r|acromioclavicular_r3_r|acromioclavicular_r1_r,scapula_r|rib9_R,SerrAnt9_1_R-P1|SerrAnt9_1_R-P2|SerrAnt9_1_R-P3|SerrAnt9_1_R-P4|SerrAnt9_1_R-P5|SerrAnt9_1_R-P6|SerrAnt9_1_R-P7|SerrAnt9_1_R-P8|SerrAnt9_1_R-P9,False,跨关节(['upper']) 不含权威分组 torso,R/torso
380,TR1_r,TR1_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,Abdomen|rib9_R,TR1_r-P1|TR1_r-P2,True,,R/torso
381,TR2_r,TR2_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,Abdomen|lumbar2,TR2_r-P1|TR2_r-P2,True,,R/torso
382,TR3_r,TR3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,Abdomen|lumbar3,TR3_r-P1|TR3_r-P2,True,,R/torso
383,TR4_r,TR4_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,Abdomen|lumbar4,TR4_r-P1|TR4_r-P2,True,,R/torso
384,TR5_r,TR5_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|Abdomen|lumbar5,TR5_r-P1|TR5_r-P2,True,,R/torso
385,ExtIC_IS1_1_R,ExtIC_IS1_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib1_R|rib2_R,ExtIC_IS1_1_R-P1|ExtIC_IS1_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
386,ExtIC_IS1_3_R,ExtIC_IS1_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib1_R|rib2_R,ExtIC_IS1_3_R-P1|ExtIC_IS1_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
387,ExtIC_IS1_5_R,ExtIC_IS1_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib1_R|rib2_R,ExtIC_IS1_5_R-P1|ExtIC_IS1_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
388,ExtIC_IS2_1_R,ExtIC_IS2_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib2_R|rib3_R,ExtIC_IS2_1_R-P1|ExtIC_IS2_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
389,ExtIC_IS2_3_R,ExtIC_IS2_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib2_R|rib3_R,ExtIC_IS2_3_R-P1|ExtIC_IS2_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
390,ExtIC_IS2_5_R,ExtIC_IS2_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib2_R|rib3_R,ExtIC_IS2_5_R-P1|ExtIC_IS2_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
391,ExtIC_IS2_7_R,ExtIC_IS2_7_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib2_R|rib3_R,ExtIC_IS2_7_R-P1|ExtIC_IS2_7_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
392,ExtIC_IS3_1_R,ExtIC_IS3_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib3_R|rib4_R,ExtIC_IS3_1_R-P1|ExtIC_IS3_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
393,ExtIC_IS3_3_R,ExtIC_IS3_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib3_R|rib4_R,ExtIC_IS3_3_R-P1|ExtIC_IS3_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
394,ExtIC_IS3_5_R,ExtIC_IS3_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib3_R|rib4_R,ExtIC_IS3_5_R-P1|ExtIC_IS3_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
395,ExtIC_IS3_7_R,ExtIC_IS3_7_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib3_R|rib4_R,ExtIC_IS3_7_R-P1|ExtIC_IS3_7_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
396,ExtIC_IS4_1_R,ExtIC_IS4_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib4_R|rib5_R,ExtIC_IS4_1_R-P1|ExtIC_IS4_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
397,ExtIC_IS4_3_R,ExtIC_IS4_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib4_R|rib5_R,ExtIC_IS4_3_R-P1|ExtIC_IS4_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
398,ExtIC_IS4_5_R,ExtIC_IS4_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib4_R|rib5_R,ExtIC_IS4_5_R-P1|ExtIC_IS4_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
399,ExtIC_IS4_7_R,ExtIC_IS4_7_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib4_R|rib5_R,ExtIC_IS4_7_R-P1|ExtIC_IS4_7_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
400,ExtIC_IS5_1_R,ExtIC_IS5_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib5_R|rib6_R,ExtIC_IS5_1_R-P1|ExtIC_IS5_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
401,ExtIC_IS5_3_R,ExtIC_IS5_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib5_R|rib6_R,ExtIC_IS5_3_R-P1|ExtIC_IS5_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
402,ExtIC_IS5_5_R,ExtIC_IS5_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib5_R|rib6_R,ExtIC_IS5_5_R-P1|ExtIC_IS5_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
403,ExtIC_IS5_7_R,ExtIC_IS5_7_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib5_R|rib6_R,ExtIC_IS5_7_R-P1|ExtIC_IS5_7_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
404,ExtIC_IS6_1_R,ExtIC_IS6_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib6_R|rib7_R,ExtIC_IS6_1_R-P1|ExtIC_IS6_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
405,ExtIC_IS6_3_R,ExtIC_IS6_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib6_R|rib7_R,ExtIC_IS6_3_R-P1|ExtIC_IS6_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
406,ExtIC_IS6_5_R,ExtIC_IS6_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib6_R|rib7_R,ExtIC_IS6_5_R-P1|ExtIC_IS6_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
407,ExtIC_IS6_7_R,ExtIC_IS6_7_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib6_R|rib7_R,ExtIC_IS6_7_R-P1|ExtIC_IS6_7_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
408,ExtIC_IS7_1_R,ExtIC_IS7_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib7_R|rib8_R,ExtIC_IS7_1_R-P1|ExtIC_IS7_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
409,ExtIC_IS7_3_R,ExtIC_IS7_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib7_R|rib8_R,ExtIC_IS7_3_R-P1|ExtIC_IS7_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
410,ExtIC_IS7_5_R,ExtIC_IS7_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib7_R|rib8_R,ExtIC_IS7_5_R-P1|ExtIC_IS7_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
411,ExtIC_IS7_7_R,ExtIC_IS7_7_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib7_R|rib8_R,ExtIC_IS7_7_R-P1|ExtIC_IS7_7_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
412,ExtIC_IS8_1_R,ExtIC_IS8_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib8_R|rib9_R,ExtIC_IS8_1_R-P1|ExtIC_IS8_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
413,ExtIC_IS8_3_R,ExtIC_IS8_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib8_R|rib9_R,ExtIC_IS8_3_R-P1|ExtIC_IS8_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
414,ExtIC_IS8_5_R,ExtIC_IS8_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib8_R|rib9_R,ExtIC_IS8_5_R-P1|ExtIC_IS8_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
415,ExtIC_IS8_7_R,ExtIC_IS8_7_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib8_R|rib9_R,ExtIC_IS8_7_R-P1|ExtIC_IS8_7_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
416,ExtIC_IS9_1_R,ExtIC_IS9_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib9_R|rib10_R,ExtIC_IS9_1_R-P1|ExtIC_IS9_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
417,ExtIC_IS9_3_R,ExtIC_IS9_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib9_R|rib10_R,ExtIC_IS9_3_R-P1|ExtIC_IS9_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
418,ExtIC_IS9_5_R,ExtIC_IS9_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib9_R|rib10_R,ExtIC_IS9_5_R-P1|ExtIC_IS9_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
419,ExtIC_IS10_1_R,ExtIC_IS10_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib10_R|rib11_R,ExtIC_IS10_1_R-P1|ExtIC_IS10_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
420,ExtIC_IS10_3_R,ExtIC_IS10_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib10_R|rib11_R,ExtIC_IS10_3_R-P1|ExtIC_IS10_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
421,ExtIC_IS11_1_R,ExtIC_IS11_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib11_R|rib12_R,ExtIC_IS11_1_R-P1|ExtIC_IS11_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
422,ExtIC_IS11_3_R,ExtIC_IS11_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib11_R|rib12_R,ExtIC_IS11_3_R-P1|ExtIC_IS11_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
423,IntIC_IS1_1_R,IntIC_IS1_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib1_R|rib2_R,IntIC_IS1_1_R-P1|IntIC_IS1_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
424,IntIC_IS1_3_R,IntIC_IS1_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib1_R|rib2_R,IntIC_IS1_3_R-P1|IntIC_IS1_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
425,IntIC_IS1_5_R,IntIC_IS1_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib1_R|rib2_R,IntIC_IS1_5_R-P1|IntIC_IS1_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
426,IntIC_IS2_1_R,IntIC_IS2_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib2_R|rib3_R,IntIC_IS2_1_R-P1|IntIC_IS2_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
427,IntIC_IS2_3_R,IntIC_IS2_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib2_R|rib3_R,IntIC_IS2_3_R-P1|IntIC_IS2_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
428,IntIC_IS2_5_R,IntIC_IS2_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib2_R|rib3_R,IntIC_IS2_5_R-P1|IntIC_IS2_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
429,IntIC_IS2_7_R,IntIC_IS2_7_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib2_R|rib3_R,IntIC_IS2_7_R-P1|IntIC_IS2_7_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
430,IntIC_IS3_1_R,IntIC_IS3_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib3_R|rib4_R,IntIC_IS3_1_R-P1|IntIC_IS3_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
431,IntIC_IS3_3_R,IntIC_IS3_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib3_R|rib4_R,IntIC_IS3_3_R-P1|IntIC_IS3_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
432,IntIC_IS3_5_R,IntIC_IS3_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib3_R|rib4_R,IntIC_IS3_5_R-P1|IntIC_IS3_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
433,IntIC_IS3_7_R,IntIC_IS3_7_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib3_R|rib4_R,IntIC_IS3_7_R-P1|IntIC_IS3_7_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
434,IntIC_IS4_1_R,IntIC_IS4_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib4_R|rib5_R,IntIC_IS4_1_R-P1|IntIC_IS4_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
435,IntIC_IS4_3_R,IntIC_IS4_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib4_R|rib5_R,IntIC_IS4_3_R-P1|IntIC_IS4_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
436,IntIC_IS4_5_R,IntIC_IS4_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib4_R|rib5_R,IntIC_IS4_5_R-P1|IntIC_IS4_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
437,IntIC_IS4_7_R,IntIC_IS4_7_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib4_R|rib5_R,IntIC_IS4_7_R-P1|IntIC_IS4_7_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
438,IntIC_IS5_1_R,IntIC_IS5_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib5_R|rib6_R,IntIC_IS5_1_R-P1|IntIC_IS5_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
439,IntIC_IS5_3_R,IntIC_IS5_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib5_R|rib6_R,IntIC_IS5_3_R-P1|IntIC_IS5_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
440,IntIC_IS5_5_R,IntIC_IS5_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib5_R|rib6_R,IntIC_IS5_5_R-P1|IntIC_IS5_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
441,IntIC_IS5_7_R,IntIC_IS5_7_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib5_R|rib6_R,IntIC_IS5_7_R-P1|IntIC_IS5_7_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
442,IntIC_IS6_1_R,IntIC_IS6_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib6_R|rib7_R,IntIC_IS6_1_R-P1|IntIC_IS6_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
443,IntIC_IS6_3_R,IntIC_IS6_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib6_R|rib7_R,IntIC_IS6_3_R-P1|IntIC_IS6_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
444,IntIC_IS6_5_R,IntIC_IS6_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib6_R|rib7_R,IntIC_IS6_5_R-P1|IntIC_IS6_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
445,IntIC_IS6_7_R,IntIC_IS6_7_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib6_R|rib7_R,IntIC_IS6_7_R-P1|IntIC_IS6_7_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
446,IntIC_IS7_1_R,IntIC_IS7_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib7_R|rib8_R,IntIC_IS7_1_R-P1|IntIC_IS7_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
447,IntIC_IS7_3_R,IntIC_IS7_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib7_R|rib8_R,IntIC_IS7_3_R-P1|IntIC_IS7_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
448,IntIC_IS7_5_R,IntIC_IS7_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib7_R|rib8_R,IntIC_IS7_5_R-P1|IntIC_IS7_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
449,IntIC_IS7_7_R,IntIC_IS7_7_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib7_R|rib8_R,IntIC_IS7_7_R-P1|IntIC_IS7_7_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
450,IntIC_IS8_1_R,IntIC_IS8_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib8_R|rib9_R,IntIC_IS8_1_R-P1|IntIC_IS8_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
451,IntIC_IS8_3_R,IntIC_IS8_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib8_R|rib9_R,IntIC_IS8_3_R-P1|IntIC_IS8_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
452,IntIC_IS8_5_R,IntIC_IS8_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib8_R|rib9_R,IntIC_IS8_5_R-P1|IntIC_IS8_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
453,IntIC_IS8_7_R,IntIC_IS8_7_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib8_R|rib9_R,IntIC_IS8_7_R-P1|IntIC_IS8_7_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
454,IntIC_IS9_1_R,IntIC_IS9_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib9_R|rib10_R,IntIC_IS9_1_R-P1|IntIC_IS9_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
455,IntIC_IS9_3_R,IntIC_IS9_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib9_R|rib10_R,IntIC_IS9_3_R-P1|IntIC_IS9_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
456,IntIC_IS9_5_R,IntIC_IS9_5_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib9_R|rib10_R,IntIC_IS9_5_R-P1|IntIC_IS9_5_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
457,IntIC_IS10_1_R,IntIC_IS10_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib10_R|rib11_R,IntIC_IS10_1_R-P1|IntIC_IS10_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
458,IntIC_IS10_3_R,IntIC_IS10_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib10_R|rib11_R,IntIC_IS10_3_R-P1|IntIC_IS10_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
459,IntIC_IS11_1_R,IntIC_IS11_1_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib11_R|rib12_R,IntIC_IS11_1_R-P1|IntIC_IS11_1_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
460,IntIC_IS11_3_R,IntIC_IS11_3_R_tendon,torso,Muscle_Torso.xml,R,name,,,rib11_R|rib12_R,IntIC_IS11_3_R-P1|IntIC_IS11_3_R-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
461,rect_abd_l,rect_abd_l_tendon,torso,Muscle_Torso.xml,L,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|Abdomen|rib6_L,rect_abd_l-P1|rect_abd_l-P2|rect_abd_l-P3|rect_abd_l-P4,True,,L/torso
462,IL_L1_l,IL_L1_l_tendon,torso,Muscle_Torso.xml,L,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar1,IL_L1_l-P1|IL_L1_l-P2,True,,L/torso
463,IL_L2_l,IL_L2_l_tendon,torso,Muscle_Torso.xml,L,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar2,IL_L2_l-P1|IL_L2_l-P2,True,,L/torso
464,IL_L3_l,IL_L3_l_tendon,torso,Muscle_Torso.xml,L,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar3,IL_L3_l-P1|IL_L3_l-P2,True,,L/torso
465,IL_L4_l,IL_L4_l_tendon,torso,Muscle_Torso.xml,L,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar4,IL_L4_l-P1|IL_L4_l-P2,True,,L/torso
466,IL_R5_l,IL_R5_l_tendon,torso,Muscle_Torso.xml,L,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|lumbar2|rib5_L|rib6_L|rib7_L|rib8_L|rib9_L|rib10_L,IL_R5_l-P1|IL_R5_l-P2|IL_R5_l-P3|IL_R5_l-P4|IL_R5_l-P5|IL_R5_l-P6|IL_R5_l-P7|IL_R5_l-P8,True,,L/torso
467,IL_R6_l,IL_R6_l_tendon,torso,Muscle_Torso.xml,L,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|lumbar2|rib6_L|rib7_L|rib8_L|rib9_L|rib10_L,IL_R6_l-P1|IL_R6_l-P2|IL_R6_l-P3|IL_R6_l-P4|IL_R6_l-P5|IL_R6_l-P6|IL_R6_l-P7,True,,L/torso
468,IL_R7_l,IL_R7_l_tendon,torso,Muscle_Torso.xml,L,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|lumbar2|rib7_L|rib8_L|rib9_L|rib10_L,IL_R7_l-P1|IL_R7_l-P2|IL_R7_l-P3|IL_R7_l-P4|IL_R7_l-P5|IL_R7_l-P6,True,,L/torso
469,IL_R8_l,IL_R8_l_tendon,torso,Muscle_Torso.xml,L,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|lumbar2|rib8_L|rib9_L|rib10_L,IL_R8_l-P1|IL_R8_l-P2|IL_R8_l-P3|IL_R8_l-P4|IL_R8_l-P5,True,,L/torso
470,IL_R9_l,IL_R9_l_tendon,torso,Muscle_Torso.xml,L,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|lumbar2|rib9_L|rib10_L,IL_R9_l-P1|IL_R9_l-P2|IL_R9_l-P3|IL_R9_l-P4,True,,L/torso
471,IL_R10_l,IL_R10_l_tendon,torso,Muscle_Torso.xml,L,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|lumbar2|rib10_L,IL_R10_l-P1|IL_R10_l-P2|IL_R10_l-P3,True,,L/torso
472,IL_R11_l,IL_R11_l_tendon,torso,Muscle_Torso.xml,L,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|lumbar2|rib11_L,IL_R11_l-P1|IL_R11_l-P2|IL_R11_l-P3,True,,L/torso
473,IL_R12_l,IL_R12_l_tendon,torso,Muscle_Torso.xml,L,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|rib12_L,IL_R12_l-P1|IL_R12_l-P2,True,,L/torso
474,LTpT_T1_l,LTpT_T1_l_tendon,torso,Muscle_Torso.xml,L,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar1|thoracic12|thoracic11|thoracic10|thoracic9|thoracic8|thoracic7|thoracic6|thoracic5|thoracic1,LTpT_T1_l-P1|LTpT_T1_l-P2|LTpT_T1_l-P3|LTpT_T1_l-P4|LTpT_T1_l-P5|LTpT_T1_l-P6|LTpT_T1_l-P7|LTpT_T1_l-P8|LTpT_T1_l-P9|LTpT_T1_l-P10,True,,L/torso
475,LTpT_T2_l,LTpT_T2_l_tendon,torso,Muscle_Torso.xml,L,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar2|thoracic12|thoracic11|thoracic10|thoracic9|thoracic8|thoracic7|thoracic6|thoracic5|thoracic4|thoracic2,LTpT_T2_l-P1|LTpT_T2_l-P2|LTpT_T2_l-P3|LTpT_T2_l-P4|LTpT_T2_l-P5|LTpT_T2_l-P6|LTpT_T2_l-P7|LTpT_T2_l-P8|LTpT_T2_l-P9|LTpT_T2_l-P10|LTpT_T2_l-P11,True,,L/torso
