index,name,tendon,limb_group,source_file,side,side_source,crossed_limbs,crossed_joints,bodies,sites,agrees_with_geometry,note,group_key
151,EDCL_r,EDCL_r_tendon,upper,Muscle_Arm_r.xml,R,name,upper,elbow_flexion_r|pro_sup_r|deviation_r|flexion_r|wrist_hand_r1_r|wrist_hand_r3_r,humerus_r|radius_r|proximal_row_r|hand_r,EDCL_r-P1|EDCL_r-P2|EDCL_r-P3|EDCL_r-P4|EDCL_r-P5|EDCL_r-P6|EDCL_r-P7|EDCL_r-P8|EDCL_r-P9|EDCL_r-P10,True,,R/upper
152,EDCR_r,EDCR_r_tendon,upper,Muscle_Arm_r.xml,R,name,upper,elbow_flexion_r|pro_sup_r|deviation_r|flexion_r|wrist_hand_r1_r|wrist_hand_r3_r,humerus_r|radius_r|proximal_row_r|hand_r,EDCR_r-P1|EDCR_r-P2|EDCR_r-P3|EDCR_r-P4|EDCR_r-P5|EDCR_r-P6|EDCR_r-P7|EDCR_r-P8|EDCR_r-P9|EDCR_r-P10,True,,R/upper
153,EDCM_r,EDCM_r_tendon,upper,Muscle_Arm_r.xml,R,name,upper,elbow_flexion_r|pro_sup_r|deviation_r|flexion_r|wrist_hand_r1_r|wrist_hand_r3_r,humerus_r|radius_r|proximal_row_r|hand_r,EDCM_r-P1|EDCM_r-P2|EDCM_r-P3|EDCM_r-P4|EDCM_r-P5|EDCM_r-P6|EDCM_r-P7|EDCM_r-P8|EDCM_r-P9|EDCM_r-P10|EDCM_r-P11,True,,R/upper
154,EDCI_r,EDCI_r_tendon,upper,Muscle_Arm_r.xml,R,name,upper,elbow_flexion_r|pro_sup_r|deviation_r|flexion_r|wrist_hand_r1_r|wrist_hand_r3_r,humerus_r|radius_r|proximal_row_r|hand_r,EDCI_r-P1|EDCI_r-P2|EDCI_r-P3|EDCI_r-P4|EDCI_r-P5|EDCI_r-P6|EDCI_r-P7|EDCI_r-P8|EDCI_r-P9|EDCI_r-P10,True,,R/upper
155,EDM_r,EDM_r_tendon,upper,Muscle_Arm_r.xml,R,name,upper,elbow_flexion_r|pro_sup_r|deviation_r|flexion_r|wrist_hand_r1_r|wrist_hand_r3_r,humerus_r|ulna_r|radius_r|proximal_row_r|hand_r,EDM_r-P1|EDM_r-P2|EDM_r-P3|EDM_r-P4|EDM_r-P5|EDM_r-P6|EDM_r-P7|EDM_r-P8|EDM_r-P9|EDM_r-P10|EDM_r-P11,True,,R/upper
156,EIP_r,EIP_r_tendon,upper,Muscle_Arm_r.xml,R,name,upper,pro_sup_r|deviation_r|flexion_r|wrist_hand_r1_r|wrist_hand_r3_r,ulna_r|radius_r|proximal_row_r|hand_r,EIP_r-P1|EIP_r-P2|EIP_r-P3|EIP_r-P4|EIP_r-P5|EIP_r-P6|EIP_r-P7|EIP_r-P8|EIP_r-P9|EIP_r-P10,True,,R/upper
157,EPL_r,EPL_r_tendon,upper,Muscle_Arm_r.xml,R,name,upper,pro_sup_r|deviation_r|flexion_r|wrist_hand_r1_r|wrist_hand_r3_r,ulna_r|radius_r|hand_r,EPL_r-P1|EPL_r-P2|EPL_r-P3|EPL_r-P4|EPL_r-P5|EPL_r-P6|EPL_r-P7|EPL_r-P8|EPL_r-P9|EPL_r-P10|EPL_r-P11|EPL_r-P12,True,,R/upper
158,EPB_r,EPB_r_tendon,upper,Muscle_Arm_r.xml,R,name,upper,deviation_r|flexion_r|wrist_hand_r1_r|wrist_hand_r3_r,radius_r|hand_r,EPB_r-P1|EPB_r-P2|EPB_r-P3|EPB_r-P4|EPB_r-P5|EPB_r-P6|EPB_r-P7|EPB_r-P8,True,,R/upper
159,FPL_r,FPL_r_tendon,upper,Muscle_Arm_r.xml,R,name,upper,deviation_r|flexion_r|wrist_hand_r1_r|wrist_hand_r3_r,radius_r|proximal_row_r|hand_r,FPL_r-P1|FPL_r-P2|FPL_r-P3|FPL_r-P4|FPL_r-P5|FPL_r-P6|FPL_r-P7|FPL_r-P8|FPL_r-P9|FPL_r-P10|FPL_r-P11,True,,R/upper
160,APL_r,APL_r_tendon,upper,Muscle_Arm_r.xml,R,name,upper,deviation_r|flexion_r|wrist_hand_r1_r|wrist_hand_r3_r,radius_r|hand_r,APL_r-P1|APL_r-P2|APL_r-P3|APL_r-P4|APL_r-P5|APL_r-P6|APL_r-P7|APL_r-P8|APL_r-P9,True,,R/upper
161,LD_L1_l,LD_L1_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper|torso,T12_L1_FE|T12_L1_LB|T12_L1_AR|sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,lumbar1|humerus_l|rib5_L|rib6_L|rib7_L|rib8_L|rib9_L|rib10_L|rib11_L|rib12_L,LD_L1_l-P1|LD_L1_l-P2|LD_L1_l-P3|LD_L1_l-P4|LD_L1_l-P5|LD_L1_l-P6|LD_L1_l-P7|LD_L1_l-P8|LD_L1_l-P9|LD_L1_l-P10,True,额外跨越 ['torso'],L/upper
162,LD_L2_l,LD_L2_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper|torso,T12_L1_FE|T12_L1_LB|T12_L1_AR|sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,lumbar2|humerus_l|rib5_L|rib6_L|rib7_L|rib8_L|rib9_L|rib10_L|rib11_L|rib12_L,LD_L2_l-P1|LD_L2_l-P2|LD_L2_l-P3|LD_L2_l-P4|LD_L2_l-P5|LD_L2_l-P6|LD_L2_l-P7|LD_L2_l-P8|LD_L2_l-P9|LD_L2_l-P10,True,额外跨越 ['torso'],L/upper
163,LD_L3_l,LD_L3_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper|torso,T12_L1_FE|T12_L1_LB|T12_L1_AR|sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,lumbar3|humerus_l|rib5_L|rib6_L|rib7_L|rib8_L|rib9_L|rib10_L|rib11_L|rib12_L,LD_L3_l-P1|LD_L3_l-P2|LD_L3_l-P3|LD_L3_l-P4|LD_L3_l-P5|LD_L3_l-P6|LD_L3_l-P7|LD_L3_l-P8|LD_L3_l-P9|LD_L3_l-P10,True,额外跨越 ['torso'],L/upper
164,LD_L4_l,LD_L4_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper|torso,T12_L1_FE|T12_L1_LB|T12_L1_AR|sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,lumbar4|humerus_l|rib5_L|rib6_L|rib7_L|rib8_L|rib9_L|rib10_L|rib11_L|rib12_L,LD_L4_l-P1|LD_L4_l-P2|LD_L4_l-P3|LD_L4_l-P4|LD_L4_l-P5|LD_L4_l-P6|LD_L4_l-P7|LD_L4_l-P8|LD_L4_l-P9|LD_L4_l-P10,True,额外跨越 ['torso'],L/upper
165,LD_L5_l,LD_L5_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper|torso,T12_L1_FE|T12_L1_LB|T12_L1_AR|sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,lumbar5|humerus_l|rib5_L|rib6_L|rib7_L|rib8_L|rib9_L|rib10_L|rib11_L|rib12_L,LD_L5_l-P1|LD_L5_l-P2|LD_L5_l-P3|LD_L5_l-P4|LD_L5_l-P5|LD_L5_l-P6|LD_L5_l-P7|LD_L5_l-P8|LD_L5_l-P9|LD_L5_l-P10,True,额外跨越 ['torso'],L/upper
166,LD_T12_l,LD_T12_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,thoracic12|humerus_l|rib6_L|rib7_L|rib8_L|rib9_L|rib10_L|rib11_L|rib12_L,LD_T12_l-P1|LD_T12_l-P2|LD_T12_l-P3|LD_T12_l-P4|LD_T12_l-P5|LD_T12_l-P6|LD_T12_l-P7|LD_T12_l-P8|LD_T12_l-P9,True,,L/upper
167,LD_T11_l,LD_T11_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,thoracic11|humerus_l|rib6_L|rib7_L|rib8_L|rib9_L|rib10_L|rib11_L,LD_T11_l-P1|LD_T11_l-P2|LD_T11_l-P3|LD_T11_l-P4|LD_T11_l-P5|LD_T11_l-P6|LD_T11_l-P7|LD_T11_l-P8,True,,L/upper
168,LD_T10_l,LD_T10_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,thoracic10|humerus_l|rib6_L|rib7_L|rib8_L|rib9_L|rib10_L,LD_T10_l-P1|LD_T10_l-P2|LD_T10_l-P3|LD_T10_l-P4|LD_T10_l-P5|LD_T10_l-P6|LD_T10_l-P7,True,,L/upper
169,LD_T9_l,LD_T9_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,thoracic9|humerus_l|rib6_L|rib7_L|rib8_L,LD_T9_l-P1|LD_T9_l-P2|LD_T9_l-P3|LD_T9_l-P4|LD_T9_l-P5,True,,L/upper
170,LD_T8_l,LD_T8_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,thoracic8|humerus_l|rib6_L|rib7_L|rib8_L,LD_T8_l-P1|LD_T8_l-P2|LD_T8_l-P3|LD_T8_l-P4|LD_T8_l-P5,True,,L/upper
171,LD_T7_l,LD_T7_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,thoracic7|humerus_l|rib6_L|rib7_L,LD_T7_l-P1|LD_T7_l-P2|LD_T7_l-P3|LD_T7_l-P4,True,,L/upper
172,LD_R12_l,LD_R12_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,humerus_l|rib5_L|rib6_L|rib7_L|rib8_L|rib9_L|rib10_L|rib11_L|rib12_L,LD_R12_l-P1|LD_R12_l-P2|LD_R12_l-P3|LD_R12_l-P4|LD_R12_l-P5|LD_R12_l-P6|LD_R12_l-P7|LD_R12_l-P8|LD_R12_l-P9,True,,L/upper
173,LD_R11_l,LD_R11_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,humerus_l|rib5_L|rib6_L|rib7_L|rib8_L|rib9_L|rib10_L|rib11_L,LD_R11_l-P1|LD_R11_l-P2|LD_R11_l-P3|LD_R11_l-P4|LD_R11_l-P5|LD_R11_l-P6|LD_R11_l-P7|LD_R11_l-P8,True,,L/upper
174,LD_IL_l,LD_IL_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper|torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR|sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,pelvis|humerus_l|rib5_L|rib6_L|rib7_L|rib8_L|rib9_L|rib10_L|rib11_L,LD_IL_l-P1|LD_IL_l-P2|LD_IL_l-P3|LD_IL_l-P4|LD_IL_l-P5|LD_IL_l-P6|LD_IL_l-P7|LD_IL_l-P8|LD_IL_l-P9,True,额外跨越 ['torso'],L/upper
175,DELT1_l,DELT1_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,clavicle_l|scapula_l|humerus_l,DELT1_l-P1|DELT1_l-P2|DELT1_l-P3|DELT1_l-P4,True,,L/upper
176,DELT2_l,DELT2_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,scapula_l|humerus_l,DELT2_l-P1|DELT2_l-P2|DELT2_l-P3|DELT2_l-P4,True,,L/upper
177,DELT3_l,DELT3_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,scapula_l|humerus_l,DELT3_l-P1|DELT3_l-P2|DELT3_l-P3,True,,L/upper
178,SUPSP_l,SUPSP_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,scapula_l|humerus_l,SUPSP_l-P1|SUPSP_l-P2|SUPSP_l-P3,True,,L/upper
179,INFSP_l,INFSP_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,scapula_l|humerus_l,INFSP_l-P1|INFSP_l-P2,True,,L/upper
180,SUBSC_l,SUBSC_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,scapula_l|humerus_l,SUBSC_l-P1|SUBSC_l-P2|SUBSC_l-P3,True,,L/upper
181,TMIN_l,TMIN_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,scapula_l|humerus_l,TMIN_l-P1|TMIN_l-P2|TMIN_l-P3,True,,L/upper
182,TMAJ_l,TMAJ_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,scapula_l|humerus_l,TMAJ_l-P1|TMAJ_l-P2|TMAJ_l-P3|TMAJ_l-P4|TMAJ_l-P5,True,,L/upper
183,PECM1_l,PECM1_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,clavicle_l|humerus_l,PECM1_l-P1|PECM1_l-P2|PECM1_l-P3|PECM1_l-P4,True,,L/upper
184,PECM2_l,PECM2_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,sternum|humerus_l,PECM2_l-P1|PECM2_l-P2|PECM2_l-P3|PECM2_l-P4|PECM2_l-P5,True,,L/upper
185,PECM3_l,PECM3_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,sternoclavicular_r2_l|sternoclavicular_r3_l|unrotscap_r3_l|unrotscap_r2_l|acromioclavicular_r2_l|acromioclavicular_r3_l|acromioclavicular_r1_l|unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,sternum|humerus_l,PECM3_l-P1|PECM3_l-P2|PECM3_l-P3|PECM3_l-P4|PECM3_l-P5,True,,L/upper
186,CORB_l,CORB_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l,scapula_l|humerus_l,CORB_l-P1|CORB_l-P2|CORB_l-P3,True,,L/upper
187,TRIlong_l,TRIlong_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l|elbow_flexion_l,scapula_l|humerus_l|ulna_l,TRIlong_l-P1|TRIlong_l-P2|TRIlong_l-P3|TRIlong_l-P4|TRIlong_l-P5,True,,L/upper
188,TRIlat_l,TRIlat_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l,humerus_l|ulna_l,TRIlat_l-P1|TRIlat_l-P2|TRIlat_l-P3|TRIlat_l-P4|TRIlat_l-P5,True,,L/upper
189,TRImed_l,TRImed_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l,humerus_l|ulna_l,TRImed_l-P1|TRImed_l-P2|TRImed_l-P3|TRImed_l-P4|TRImed_l-P5,True,,L/upper
190,ANC_l,ANC_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l,humerus_l|ulna_l,ANC_l-P1|ANC_l-P2,True,,L/upper
191,SUP_l,SUP_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,pro_sup_l,ulna_l|radius_l,SUP_l-P1|SUP_l-P2|SUP_l-P3,True,,L/upper
192,BIClong_l,BIClong_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l|elbow_flexion_l|pro_sup_l,scapula_l|humerus_l|radius_l,BIClong_l-P1|BIClong_l-P2|BIClong_l-P3|BIClong_l-P4|BIClong_l-P5|BIClong_l-P6|BIClong_l-P7|BIClong_l-P8|BIClong_l-P9|BIClong_l-P10,True,,L/upper
193,BICshort_l,BICshort_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,unrothum_r1_l|unrothum_r3_l|unrothum_r2_l|elv_angle_l|shoulder_elv_l|shoulder1_r2_l|shoulder_rot_l|elbow_flexion_l|pro_sup_l,scapula_l|humerus_l|radius_l,BICshort_l-P1|BICshort_l-P2|BICshort_l-P3|BICshort_l-P4|BICshort_l-P5|BICshort_l-P6|BICshort_l-P7,True,,L/upper
194,BRA_l,BRA_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l,humerus_l|ulna_l,BRA_l-P1|BRA_l-P2|BRA_l-P3|BRA_l-P4,True,,L/upper
195,BRD_l,BRD_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l,humerus_l|radius_l,BRD_l-P1|BRD_l-P2|BRD_l-P3,True,,L/upper
196,ECRL_l,ECRL_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,humerus_l|radius_l|proximal_row_l|hand_l,ECRL_l-P1|ECRL_l-P2|ECRL_l-P3|ECRL_l-P4,True,,L/upper
197,ECRB_l,ECRB_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,humerus_l|radius_l|proximal_row_l|hand_l,ECRB_l-P1|ECRB_l-P2|ECRB_l-P3|ECRB_l-P4,True,,L/upper
198,ECU_l,ECU_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,humerus_l|ulna_l|radius_l|hand_l,ECU_l-P1|ECU_l-P2|ECU_l-P3|ECU_l-P4|ECU_l-P5|ECU_l-P6,True,,L/upper
199,FCR_l,FCR_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,humerus_l|radius_l|proximal_row_l|hand_l,FCR_l-P1|FCR_l-P2|FCR_l-P3,True,,L/upper
200,FCU_l,FCU_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,humerus_l|radius_l|hand_l,FCU_l-P1|FCU_l-P2|FCU_l-P3|FCU_l-P4,True,,L/upper
201,PL_l,PL_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,humerus_l|radius_l|hand_l,PL_l-P1|PL_l-P2|PL_l-P3|PL_l-P4,True,,L/upper
202,PT_l,PT_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l,humerus_l|ulna_l|radius_l,PT_l-P1|PT_l-P2|PT_l-P3|PT_l-P4|PT_l-P5,True,,L/upper
203,PQ_l,PQ_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,pro_sup_l,ulna_l|radius_l,PQ_l-P1|PQ_l-P2,True,,L/upper
204,FDSL_l,FDSL_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,humerus_l|radius_l|proximal_row_l|hand_l,FDSL_l-P1|FDSL_l-P2|FDSL_l-P3|FDSL_l-P4|FDSL_l-P5|FDSL_l-P6|FDSL_l-P7|FDSL_l-P8,True,,L/upper
205,FDSR_l,FDSR_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,humerus_l|radius_l|proximal_row_l|hand_l,FDSR_l-P1|FDSR_l-P2|FDSR_l-P3|FDSR_l-P4|FDSR_l-P5|FDSR_l-P6|FDSR_l-P7|FDSR_l-P8,True,,L/upper
206,FDSM_l,FDSM_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,ulna_l|radius_l|proximal_row_l|hand_l,FDSM_l-P1|FDSM_l-P2|FDSM_l-P3|FDSM_l-P4|FDSM_l-P5|FDSM_l-P6|FDSM_l-P7|FDSM_l-P8|FDSM_l-P9,True,,L/upper
207,FDSI_l,FDSI_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,ulna_l|radius_l|proximal_row_l|hand_l,FDSI_l-P1|FDSI_l-P2|FDSI_l-P3|FDSI_l-P4|FDSI_l-P5|FDSI_l-P6|FDSI_l-P7|FDSI_l-P8|FDSI_l-P9,True,,L/upper
208,FDPL_l,FDPL_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,ulna_l|radius_l|proximal_row_l|hand_l,FDPL_l-P1|FDPL_l-P2|FDPL_l-P3|FDPL_l-P4|FDPL_l-P5|FDPL_l-P6|FDPL_l-P7|FDPL_l-P8|FDPL_l-P9,True,,L/upper
209,FDPR_l,FDPR_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,ulna_l|radius_l|proximal_row_l|hand_l,FDPR_l-P1|FDPR_l-P2|FDPR_l-P3|FDPR_l-P4|FDPR_l-P5|FDPR_l-P6|FDPR_l-P7|FDPR_l-P8|FDPR_l-P9,True,,L/upper
210,FDPM_l,FDPM_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,ulna_l|radius_l|proximal_row_l|hand_l,FDPM_l-P1|FDPM_l-P2|FDPM_l-P3|FDPM_l-P4|FDPM_l-P5|FDPM_l-P6|FDPM_l-P7|FDPM_l-P8|FDPM_l-P9|FDPM_l-P10,True,,L/upper
211,FDPI_l,FDPI_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,ulna_l|radius_l|proximal_row_l|hand_l,FDPI_l-P1|FDPI_l-P2|FDPI_l-P3|FDPI_l-P4|FDPI_l-P5|FDPI_l-P6|FDPI_l-P7|FDPI_l-P8|FDPI_l-P9,True,,L/upper
